Results of cspell linter (version 6.18.1)
See documentation on https://megalinter.io/6.18.0/descriptors/spell_cspell/
-----------------------------------------------

❌ [ERROR] for workspace /github/workspace
/github/workspace/megalinter-reports/copy-paste/html/index.html:65133:11114 - Unknown word (daygrid)
/github/workspace/megalinter-reports/copy-paste/html/index.html:65133:12064 - Unknown word (daygrid)
/github/workspace/megalinter-reports/copy-paste/html/index.html:65133:12574 - Unknown word (daygrid)
/github/workspace/megalinter-reports/copy-paste/html/index.html:65133:12745 - Unknown word (daygrid)
/github/workspace/megalinter-reports/copy-paste/html/index.html:65709:764 - Unknown word (Ddescription)
/github/workspace/megalinter-reports/copy-paste/html/index.html:65961:724 - Unknown word (Dropdwon)
/github/workspace/megalinter-reports/copy-paste/html/index.html:66105:696 - Unknown word (Dropdwon)
/github/workspace/megalinter-reports/copy-paste/html/index.html:66213:367 - Unknown word (Dropdwon)
/github/workspace/megalinter-reports/copy-paste/html/index.html:66213:1419 - Unknown word (Dropdwon)
/github/workspace/megalinter-reports/copy-paste/html/index.html:68913:689 - Unknown word (Dropdwon)
/github/workspace/megalinter-reports/copy-paste/html/index.html:69597:212 - Unknown word (dafault)
/github/workspace/megalinter-reports/copy-paste/html/index.html:69669:3865 - Unknown word (veirify)
/github/workspace/megalinter-reports/copy-paste/html/index.html:69669:4124 - Unknown word (Currencu)
/github/workspace/megalinter-reports/copy-paste/html/index.html:70317:365 - Unknown word (Createbutton)
/github/workspace/megalinter-reports/copy-paste/html/index.html:70353:365 - Unknown word (Createbutton)
/github/workspace/megalinter-reports/copy-paste/html/index.html:70389:365 - Unknown word (Createbutton)
/github/workspace/megalinter-reports/copy-paste/html/index.html:70425:365 - Unknown word (Createbutton)
/github/workspace/megalinter-reports/copy-paste/html/index.html:71181:421 - Unknown word (dafault)
/github/workspace/megalinter-reports/copy-paste/html/index.html:71325:226 - Unknown word (dafault)
/github/workspace/megalinter-reports/copy-paste/html/index.html:71865:248 - Unknown word (lable)
/github/workspace/megalinter-reports/copy-paste/html/index.html:71901:217 - Unknown word (formcontrolname)
/github/workspace/megalinter-reports/copy-paste/html/index.html:71901:275 - Unknown word (formcontrolname)
/github/workspace/megalinter-reports/copy-paste/html/index.html:71901:341 - Unknown word (formcontrolname)
/github/workspace/megalinter-reports/copy-paste/html/index.html:71901:409 - Unknown word (formcontrolname)
/github/workspace/megalinter-reports/copy-paste/html/index.html:71901:530 - Unknown word (formcontrolname)
/github/workspace/megalinter-reports/copy-paste/html/index.html:71973:1020 - Unknown word (Emloyee)
/github/workspace/megalinter-reports/copy-paste/html/index.html:72009:819 - Unknown word (Emloyee)
/github/workspace/megalinter-reports/copy-paste/html/index.html:72045:289 - Unknown word (Emloyee)
/github/workspace/megalinter-reports/copy-paste/html/index.html:72081:24 - Unknown word (tpostcodeinput)
/github/workspace/megalinter-reports/copy-paste/html/index.html:72117:29 - Unknown word (Inpu)
/github/workspace/megalinter-reports/copy-paste/html/index.html:72117:70 - Unknown word (tpostcodeinput)
/github/workspace/megalinter-reports/copy-paste/html/index.html:72261:290 - Unknown word (Addis)
/github/workspace/megalinter-reports/copy-paste/html/index.html:72261:296 - Unknown word (Ababa)
/github/workspace/megalinter-reports/copy-paste/html/index.html:72549:173 - Unknown word (torgname)
/github/workspace/megalinter-reports/copy-paste/html/index.html:75969:32 - Unknown word (tequipement)
/github/workspace/megalinter-reports/copy-paste/html/index.html:75969:221 - Unknown word (equipement)
/github/workspace/megalinter-reports/copy-paste/html/index.html:76041:283 - Unknown word (Sharings)
/github/workspace/megalinter-reports/copy-paste/html/index.html:79461:3671 - Unknown word (echarts)
/github/workspace/megalinter-reports/copy-paste/html/index.html:79533:3711 - Unknown word (techarts)
/github/workspace/megalinter-reports/copy-paste/html/index.html:79533:3989 - Unknown word (tchartjs)
/github/workspace/megalinter-reports/copy-paste/html/index.html:79641:982 - Unknown word (echarts)
/github/workspace/megalinter-reports/copy-paste/html/index.html:79965:593 - Unknown word (echarts)
/github/workspace/megalinter-reports/copy-paste/html/index.html:81477:304 - Unknown word (REQUETS)
/github/workspace/megalinter-reports/copy-paste/html/index.html:82017:5695 - Unknown word (techarts)
/github/workspace/megalinter-reports/copy-paste/html/index.html:82017:6038 - Unknown word (tchartjs)
/github/workspace/megalinter-reports/copy-paste/html/index.html:82053:5702 - Unknown word (echarts)
/github/workspace/megalinter-reports/copy-paste/html/index.html:82089:765 - Unknown word (nbinput)
/github/workspace/megalinter-reports/copy-paste/html/index.html:82089:928 - Unknown word (nbbutton)
/github/workspace/megalinter-reports/copy-paste/html/index.html:82125:51 - Unknown word (Akveo)
/github/workspace/megalinter-reports/copy-paste/html/index.html:82161:51 - Unknown word (Akveo)
/github/workspace/megalinter-reports/copy-paste/html/index.html:82593:6231 - Unknown word (scrollgrid)
/github/workspace/megalinter-reports/copy-paste/html/index.html:82593:6441 - Unknown word (daygrid)
/github/workspace/megalinter-reports/copy-paste/html/index.html:83241:765 - Unknown word (nbinput)
/github/workspace/megalinter-reports/copy-paste/html/index.html:83241:928 - Unknown word (nbbutton)
/github/workspace/megalinter-reports/copy-paste/html/index.html:83277:51 - Unknown word (Akveo)
/github/workspace/megalinter-reports/copy-paste/html/index.html:83673:10920 - Unknown word (scrollgrid)
/github/workspace/megalinter-reports/copy-paste/html/index.html:84069:160 - Unknown word (Succes)
/github/workspace/megalinter-reports/copy-paste/html/index.html:84357:433 - Unknown word (timelog)
/github/workspace/megalinter-reports/copy-paste/html/index.html:84465:257 - Unknown word (timestamptz)
/github/workspace/megalinter-reports/copy-paste/html/index.html:84573:48 - Unknown word (timestamptz)
/github/workspace/megalinter-reports/copy-paste/html/index.html:84573:164 - Unknown word (timestamptz)
/github/workspace/megalinter-reports/copy-paste/html/index.html:84861:124 - Unknown word (timestamptz)
/github/workspace/megalinter-reports/copy-paste/html/index.html:84933:384 - Unknown word (Activty)
/github/workspace/megalinter-reports/copy-paste/html/index.html:85473:232 - Unknown word (Stackoverflow)
/github/workspace/megalinter-reports/copy-paste/html/index.html:85545:512 - Unknown word (cbff)
/github/workspace/megalinter-reports/copy-paste/html/index.html:85545:1717 - Unknown word (cbff)
/github/workspace/megalinter-reports/copy-paste/html/index.html:85581:664 - Unknown word (cbff)
/github/workspace/megalinter-reports/copy-paste/html/index.html:85617:460 - Unknown word (cbff)
/github/workspace/megalinter-reports/copy-paste/html/index.html:85617:1656 - Unknown word (cbff)
/github/workspace/megalinter-reports/copy-paste/html/index.html:85941:157 - Unknown word (ebbb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:85941:232 - Unknown word (eecc)
/github/workspace/megalinter-reports/copy-paste/html/index.html:85941:250 - Unknown word (cbdd)
/github/workspace/megalinter-reports/copy-paste/html/index.html:85941:6888 - Unknown word (ebbb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:85941:6997 - Unknown word (eecc)
/github/workspace/megalinter-reports/copy-paste/html/index.html:85941:7015 - Unknown word (cbdd)
/github/workspace/megalinter-reports/copy-paste/html/index.html:85977:813 - Unknown word (eecc)
/github/workspace/megalinter-reports/copy-paste/html/index.html:85977:831 - Unknown word (cbdd)
/github/workspace/megalinter-reports/copy-paste/html/index.html:85977:904 - Unknown word (ebbb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:85977:7870 - Unknown word (eecc)
/github/workspace/megalinter-reports/copy-paste/html/index.html:85977:7888 - Unknown word (cbdd)
/github/workspace/megalinter-reports/copy-paste/html/index.html:85977:8000 - Unknown word (ebbb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86085:695 - Unknown word (bfeec)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86121:64 - Unknown word (bfeec)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86229:1012 - Unknown word (dccb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86265:680 - Unknown word (ddbe)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86265:747 - Unknown word (cfda)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86265:943 - Unknown word (cfda)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86265:1112 - Unknown word (ddbe)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86301:342 - Unknown word (cfda)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86301:491 - Unknown word (ddbe)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86301:987 - Unknown word (dccb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86301:1130 - Unknown word (ecee)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86373:136 - Unknown word (dcde)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86373:284 - Unknown word (dbff)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86373:369 - Unknown word (ecdca)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86373:1374 - Unknown word (dcded)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86409:98 - Unknown word (dcde)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86409:310 - Unknown word (dbff)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86409:426 - Unknown word (ecdca)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86445:369 - Unknown word (ecdca)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86445:450 - Unknown word (dbff)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86445:634 - Unknown word (dcde)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86481:416 - Unknown word (ecdca)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86481:527 - Unknown word (dbff)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86481:776 - Unknown word (dcde)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86517:1012 - Unknown word (ecee)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86553:745 - Unknown word (bfdb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86553:977 - Unknown word (bfdb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86589:722 - Unknown word (bfdb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86589:888 - Unknown word (cfda)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86589:987 - Unknown word (ddbe)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86589:1167 - Unknown word (cfda)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86589:1336 - Unknown word (ddbe)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86625:597 - Unknown word (bfdb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86625:1204 - Unknown word (bfdb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86661:1133 - Unknown word (ecee)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86661:1282 - Unknown word (dccb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86769:70 - Unknown word (dcafa)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86769:80 - Unknown word (ecdeda)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86769:313 - Unknown word (dfbcaa)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86769:1458 - Unknown word (billrate)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86769:1485 - Unknown word (payperiod)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86769:1740 - Unknown word (stackoverflow)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86769:2203 - Unknown word (dcafa)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86769:2213 - Unknown word (ecdeda)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86805:240 - Unknown word (dcafa)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86805:250 - Unknown word (ecdeda)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86805:598 - Unknown word (dfbcaa)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86841:230 - Unknown word (dfbcaa)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86841:485 - Unknown word (dcafa)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86841:495 - Unknown word (ecdeda)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86841:1543 - Unknown word (billrate)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86841:1570 - Unknown word (payperiod)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86841:1825 - Unknown word (stackoverflow)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86841:2264 - Unknown word (dcafa)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86841:2274 - Unknown word (ecdeda)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86877:389 - Unknown word (dfbcaa)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86949:865 - Unknown word (eecc)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86949:883 - Unknown word (cbdd)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86949:956 - Unknown word (ebbb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:87129:282 - Unknown word (dfbcaa)
/github/workspace/megalinter-reports/copy-paste/html/index.html:87129:1510 - Unknown word (billrate)
/github/workspace/megalinter-reports/copy-paste/html/index.html:87129:1537 - Unknown word (payperiod)
/github/workspace/megalinter-reports/copy-paste/html/index.html:87129:1792 - Unknown word (stackoverflow)
/github/workspace/megalinter-reports/copy-paste/html/index.html:87564:70 - Unknown word (Altere)
/github/workspace/megalinter-reports/copy-paste/html/index.html:87705:891 - Unknown word (eafddabdb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:87741:891 - Unknown word (eafddabdb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:87741:1297 - Unknown word (eafddabdb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:87741:2109 - Unknown word (eafddabdb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:87777:891 - Unknown word (eafddabdb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:88173:753 - Unknown word (baafee)
/github/workspace/megalinter-reports/copy-paste/html/index.html:88173:885 - Unknown word (fecfe)
/github/workspace/megalinter-reports/copy-paste/html/index.html:88209:156 - Unknown word (fecfe)
/github/workspace/megalinter-reports/copy-paste/html/index.html:88209:238 - Unknown word (baafee)
/github/workspace/megalinter-reports/copy-paste/html/index.html:88209:884 - Unknown word (baafee)
/github/workspace/megalinter-reports/copy-paste/html/index.html:88209:1034 - Unknown word (fecfe)
/github/workspace/megalinter-reports/copy-paste/html/index.html:88209:2058 - Unknown word (fecfe)
/github/workspace/megalinter-reports/copy-paste/html/index.html:88209:2191 - Unknown word (baafee)
/github/workspace/megalinter-reports/copy-paste/html/index.html:88677:1046 - Unknown word (deda)
/github/workspace/megalinter-reports/copy-paste/html/index.html:88677:1426 - Unknown word (deda)
/github/workspace/megalinter-reports/copy-paste/html/index.html:88713:1046 - Unknown word (deda)
/github/workspace/megalinter-reports/copy-paste/html/index.html:88713:1426 - Unknown word (deda)
/github/workspace/megalinter-reports/copy-paste/html/index.html:88713:1847 - Unknown word (deda)
/github/workspace/megalinter-reports/copy-paste/html/index.html:88929:497 - Unknown word (ecdca)
/github/workspace/megalinter-reports/copy-paste/html/index.html:88929:578 - Unknown word (dbff)
/github/workspace/megalinter-reports/copy-paste/html/index.html:88929:762 - Unknown word (dcde)
/github/workspace/megalinter-reports/copy-paste/html/index.html:88929:1499 - Unknown word (dcded)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89001:1416 - Unknown word (dcded)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89037:2515 - Unknown word (dcded)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89109:1336 - Unknown word (dcded)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89253:1263 - Unknown word (aaea)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89289:75 - Unknown word (aaea)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89289:1427 - Unknown word (aaea)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89289:2285 - Unknown word (aaea)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89325:844 - Unknown word (eacb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89541:914 - Unknown word (dcbf)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89577:166 - Unknown word (dcbf)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89577:1091 - Unknown word (dcbf)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89577:2143 - Unknown word (dcbf)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89685:201 - Unknown word (effeb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89721:367 - Unknown word (effeb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89829:844 - Unknown word (eacb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89829:962 - Unknown word (debc)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89829:1067 - Unknown word (eacb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89865:101 - Unknown word (eacb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89865:327 - Unknown word (debc)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89865:725 - Unknown word (debc)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89865:831 - Unknown word (eacb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89865:948 - Unknown word (debc)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89901:234 - Unknown word (debc)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89901:401 - Unknown word (dbac)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89901:410 - Unknown word (dbdb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89901:747 - Unknown word (feebf)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89901:809 - Unknown word (cbfebdb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89901:2400 - Unknown word (dbac)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89901:2409 - Unknown word (dbdb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89937:1498 - Unknown word (dbac)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89937:1507 - Unknown word (dbdb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89937:1978 - Unknown word (feebf)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89937:2072 - Unknown word (cbfebdb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89937:3226 - Unknown word (dbac)
