Results of cspell linter (version 6.18.1)
See documentation on https://megalinter.io/6.18.0/descriptors/spell_cspell/
-----------------------------------------------

❌ [ERROR] for workspace /github/workspace
/github/workspace/megalinter-reports/copy-paste/html/index.html:79365:3989 - Unknown word (tchartjs)
/github/workspace/megalinter-reports/copy-paste/html/index.html:79473:982 - Unknown word (echarts)
/github/workspace/megalinter-reports/copy-paste/html/index.html:79797:593 - Unknown word (echarts)
/github/workspace/megalinter-reports/copy-paste/html/index.html:81309:304 - Unknown word (REQUETS)
/github/workspace/megalinter-reports/copy-paste/html/index.html:81849:5695 - Unknown word (techarts)
/github/workspace/megalinter-reports/copy-paste/html/index.html:81849:6038 - Unknown word (tchartjs)
/github/workspace/megalinter-reports/copy-paste/html/index.html:81885:5702 - Unknown word (echarts)
/github/workspace/megalinter-reports/copy-paste/html/index.html:81921:765 - Unknown word (nbinput)
/github/workspace/megalinter-reports/copy-paste/html/index.html:81921:928 - Unknown word (nbbutton)
/github/workspace/megalinter-reports/copy-paste/html/index.html:81957:51 - Unknown word (Akveo)
/github/workspace/megalinter-reports/copy-paste/html/index.html:81993:51 - Unknown word (Akveo)
/github/workspace/megalinter-reports/copy-paste/html/index.html:82425:6231 - Unknown word (scrollgrid)
/github/workspace/megalinter-reports/copy-paste/html/index.html:82425:6441 - Unknown word (daygrid)
/github/workspace/megalinter-reports/copy-paste/html/index.html:83073:765 - Unknown word (nbinput)
/github/workspace/megalinter-reports/copy-paste/html/index.html:83073:928 - Unknown word (nbbutton)
/github/workspace/megalinter-reports/copy-paste/html/index.html:83109:51 - Unknown word (Akveo)
/github/workspace/megalinter-reports/copy-paste/html/index.html:83505:10920 - Unknown word (scrollgrid)
/github/workspace/megalinter-reports/copy-paste/html/index.html:83901:160 - Unknown word (Succes)
/github/workspace/megalinter-reports/copy-paste/html/index.html:84189:433 - Unknown word (timelog)
/github/workspace/megalinter-reports/copy-paste/html/index.html:84297:257 - Unknown word (timestamptz)
/github/workspace/megalinter-reports/copy-paste/html/index.html:84405:48 - Unknown word (timestamptz)
/github/workspace/megalinter-reports/copy-paste/html/index.html:84405:164 - Unknown word (timestamptz)
/github/workspace/megalinter-reports/copy-paste/html/index.html:84693:124 - Unknown word (timestamptz)
/github/workspace/megalinter-reports/copy-paste/html/index.html:84765:384 - Unknown word (Activty)
/github/workspace/megalinter-reports/copy-paste/html/index.html:85305:232 - Unknown word (Stackoverflow)
/github/workspace/megalinter-reports/copy-paste/html/index.html:85485:512 - Unknown word (cbff)
/github/workspace/megalinter-reports/copy-paste/html/index.html:85485:1717 - Unknown word (cbff)
/github/workspace/megalinter-reports/copy-paste/html/index.html:85521:664 - Unknown word (cbff)
/github/workspace/megalinter-reports/copy-paste/html/index.html:85557:460 - Unknown word (cbff)
/github/workspace/megalinter-reports/copy-paste/html/index.html:85557:1656 - Unknown word (cbff)
/github/workspace/megalinter-reports/copy-paste/html/index.html:85881:157 - Unknown word (ebbb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:85881:232 - Unknown word (eecc)
/github/workspace/megalinter-reports/copy-paste/html/index.html:85881:250 - Unknown word (cbdd)
/github/workspace/megalinter-reports/copy-paste/html/index.html:85881:487 - Unknown word (ebdb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:85881:6888 - Unknown word (ebbb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:85881:6997 - Unknown word (eecc)
/github/workspace/megalinter-reports/copy-paste/html/index.html:85881:7015 - Unknown word (cbdd)
/github/workspace/megalinter-reports/copy-paste/html/index.html:85881:7369 - Unknown word (ebdb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:85917:570 - Unknown word (ebdb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:85917:813 - Unknown word (eecc)
/github/workspace/megalinter-reports/copy-paste/html/index.html:85917:831 - Unknown word (cbdd)
/github/workspace/megalinter-reports/copy-paste/html/index.html:85917:904 - Unknown word (ebbb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:85917:7505 - Unknown word (ebdb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:85917:7870 - Unknown word (eecc)
/github/workspace/megalinter-reports/copy-paste/html/index.html:85917:7888 - Unknown word (cbdd)
/github/workspace/megalinter-reports/copy-paste/html/index.html:85917:8000 - Unknown word (ebbb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86025:695 - Unknown word (bfeec)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86061:64 - Unknown word (bfeec)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86169:1012 - Unknown word (dccb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86205:680 - Unknown word (ddbe)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86205:747 - Unknown word (cfda)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86205:943 - Unknown word (cfda)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86205:1112 - Unknown word (ddbe)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86241:342 - Unknown word (cfda)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86241:491 - Unknown word (ddbe)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86241:987 - Unknown word (dccb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86241:1130 - Unknown word (ecee)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86313:136 - Unknown word (dcde)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86313:284 - Unknown word (dbff)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86313:369 - Unknown word (ecdca)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86313:1374 - Unknown word (dcded)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86349:98 - Unknown word (dcde)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86349:310 - Unknown word (dbff)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86349:426 - Unknown word (ecdca)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86385:369 - Unknown word (ecdca)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86385:450 - Unknown word (dbff)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86385:634 - Unknown word (dcde)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86421:416 - Unknown word (ecdca)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86421:527 - Unknown word (dbff)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86421:776 - Unknown word (dcde)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86457:1012 - Unknown word (ecee)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86493:745 - Unknown word (bfdb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86493:977 - Unknown word (bfdb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86529:722 - Unknown word (bfdb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86529:888 - Unknown word (cfda)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86529:987 - Unknown word (ddbe)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86529:1167 - Unknown word (cfda)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86529:1336 - Unknown word (ddbe)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86565:597 - Unknown word (bfdb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86565:1204 - Unknown word (bfdb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86601:1133 - Unknown word (ecee)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86601:1282 - Unknown word (dccb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86709:70 - Unknown word (dcafa)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86709:80 - Unknown word (ecdeda)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86709:313 - Unknown word (dfbcaa)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86709:1458 - Unknown word (billrate)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86709:1485 - Unknown word (payperiod)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86709:1740 - Unknown word (stackoverflow)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86709:2203 - Unknown word (dcafa)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86709:2213 - Unknown word (ecdeda)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86745:240 - Unknown word (dcafa)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86745:250 - Unknown word (ecdeda)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86745:598 - Unknown word (dfbcaa)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86781:230 - Unknown word (dfbcaa)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86781:485 - Unknown word (dcafa)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86781:495 - Unknown word (ecdeda)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86781:1543 - Unknown word (billrate)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86781:1570 - Unknown word (payperiod)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86781:1825 - Unknown word (stackoverflow)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86781:2264 - Unknown word (dcafa)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86781:2274 - Unknown word (ecdeda)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86817:389 - Unknown word (dfbcaa)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86889:622 - Unknown word (ebdb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86889:865 - Unknown word (eecc)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86889:883 - Unknown word (cbdd)
/github/workspace/megalinter-reports/copy-paste/html/index.html:86889:956 - Unknown word (ebbb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:87069:282 - Unknown word (dfbcaa)
/github/workspace/megalinter-reports/copy-paste/html/index.html:87069:1510 - Unknown word (billrate)
/github/workspace/megalinter-reports/copy-paste/html/index.html:87069:1537 - Unknown word (payperiod)
/github/workspace/megalinter-reports/copy-paste/html/index.html:87069:1792 - Unknown word (stackoverflow)
/github/workspace/megalinter-reports/copy-paste/html/index.html:87504:70 - Unknown word (Altere)
/github/workspace/megalinter-reports/copy-paste/html/index.html:87645:891 - Unknown word (eafddabdb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:87681:891 - Unknown word (eafddabdb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:87681:1297 - Unknown word (eafddabdb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:87681:2109 - Unknown word (eafddabdb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:87717:891 - Unknown word (eafddabdb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:88113:753 - Unknown word (baafee)
/github/workspace/megalinter-reports/copy-paste/html/index.html:88113:885 - Unknown word (fecfe)
/github/workspace/megalinter-reports/copy-paste/html/index.html:88149:156 - Unknown word (fecfe)
/github/workspace/megalinter-reports/copy-paste/html/index.html:88149:238 - Unknown word (baafee)
/github/workspace/megalinter-reports/copy-paste/html/index.html:88149:884 - Unknown word (baafee)
/github/workspace/megalinter-reports/copy-paste/html/index.html:88149:1034 - Unknown word (fecfe)
/github/workspace/megalinter-reports/copy-paste/html/index.html:88149:2058 - Unknown word (fecfe)
/github/workspace/megalinter-reports/copy-paste/html/index.html:88149:2191 - Unknown word (baafee)
/github/workspace/megalinter-reports/copy-paste/html/index.html:88617:1046 - Unknown word (deda)
/github/workspace/megalinter-reports/copy-paste/html/index.html:88617:1426 - Unknown word (deda)
/github/workspace/megalinter-reports/copy-paste/html/index.html:88653:1046 - Unknown word (deda)
/github/workspace/megalinter-reports/copy-paste/html/index.html:88653:1426 - Unknown word (deda)
/github/workspace/megalinter-reports/copy-paste/html/index.html:88653:1847 - Unknown word (deda)
/github/workspace/megalinter-reports/copy-paste/html/index.html:88869:497 - Unknown word (ecdca)
/github/workspace/megalinter-reports/copy-paste/html/index.html:88869:578 - Unknown word (dbff)
/github/workspace/megalinter-reports/copy-paste/html/index.html:88869:762 - Unknown word (dcde)
/github/workspace/megalinter-reports/copy-paste/html/index.html:88869:1499 - Unknown word (dcded)
/github/workspace/megalinter-reports/copy-paste/html/index.html:88941:1416 - Unknown word (dcded)
/github/workspace/megalinter-reports/copy-paste/html/index.html:88977:2515 - Unknown word (dcded)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89049:1336 - Unknown word (dcded)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89193:1263 - Unknown word (aaea)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89229:75 - Unknown word (aaea)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89229:1427 - Unknown word (aaea)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89229:2285 - Unknown word (aaea)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89265:844 - Unknown word (eacb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89481:914 - Unknown word (dcbf)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89517:166 - Unknown word (dcbf)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89517:1091 - Unknown word (dcbf)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89517:2143 - Unknown word (dcbf)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89625:201 - Unknown word (effeb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89661:367 - Unknown word (effeb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89769:844 - Unknown word (eacb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89769:962 - Unknown word (debc)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89769:1067 - Unknown word (eacb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89805:101 - Unknown word (eacb)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89805:327 - Unknown word (debc)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89805:725 - Unknown word (debc)
/github/workspace/megalinter-reports/copy-paste/html/index.html:89805:831 - Unknown word (eacb)
